Numero;lat;lon
106;-84.189;10.317
107;-84.189;10.317
108;-84.189;10.317
109;-84.189;10.316
110;-84.189;10.316
111;-84.189;10.316
112;-84.188;10.316
113;-84.188;10.316
114;-84.187;10.315
115;-84.186;10.315
116;-84.186;10.315
117;-84.185;10.315
118;-84.185;10.315
119;-84.185;10.314
120;-84.185;10.314
121;-84.184;10.314
122;-84.184;10.313
123;-84.184;10.313
124;-84.184;10.313
125;-84.184;10.313
126;-84.184;10.313
127;-84.183;10.313
128;-84.195;10.324
129;-84.195;10.324
130;-84.198;10.333
131;-84.198;10.333
132;-84.198;10.333
133;-84.198;10.332
134;-84.198;10.332
135;-84.198;10.331
136;-84.198;10.330
137;-84.198;10.330
138;-84.198;10.330
139;-84.198;10.330
140;-84.198;10.329
141;-84.197;10.328
142;-84.197;10.327
143;-84.197;10.327
144;-84.197;10.327
145;-84.196;10.324
146;-84.196;10.324
147;-84.196;10.324
148;-84.196;10.324
149;-84.196;10.324
150;-84.196;10.324
151;-84.196;10.324
152;-84.195;10.324
153;-84.199;10.333
154;-84.198;10.333
155;-84.219;10.344
156;-84.219;10.344
157;-84.218;10.344
158;-84.218;10.344
159;-84.217;10.344
160;-84.217;10.343
161;-84.219;10.345
162;-84.219;10.344
163;-84.245;10.347
164;-84.244;10.346
165;-84.244;10.346
166;-84.244;10.346
167;-84.244;10.346
168;-84.243;10.346
169;-84.243;10.346
170;-84.241;10.347
171;-84.239;10.347
172;-84.238;10.348
173;-84.238;10.348
174;-84.237;10.348
175;-84.236;10.348
176;-84.230;10.348
177;-84.228;10.348
178;-84.227;10.348
179;-84.227;10.348
180;-84.226;10.348
181;-84.225;10.348
182;-84.225;10.348
183;-84.225;10.348
184;-84.225;10.348
185;-84.224;10.348
186;-84.224;10.348
187;-84.224;10.348
188;-84.223;10.347
189;-84.223;10.347
190;-84.223;10.347
191;-84.221;10.346
192;-84.221;10.346
193;-84.245;10.347
194;-84.245;10.347
195;-84.339;10.374
196;-84.339;10.374
197;-84.339;10.372
198;-84.339;10.372
199;-84.339;10.372
200;-84.345;10.374
201;-84.345;10.374
202;-84.344;10.374
203;-84.343;10.374
204;-84.343;10.374
205;-84.343;10.376
206;-84.342;10.376
207;-84.341;10.376
208;-84.341;10.376
209;-84.340;10.376
210;-84.340;10.375
211;-84.339;10.375
212;-84.339;10.375
213;-84.339;10.375
214;-84.339;10.375
215;-84.342;10.439
216;-84.342;10.439
217;-84.342;10.439
218;-84.342;10.439
219;-84.341;10.437
220;-84.341;10.437
221;-84.341;10.437
222;-84.341;10.434
223;-84.341;10.433
224;-84.340;10.432
225;-84.340;10.429
226;-84.340;10.428
227;-84.339;10.426
228;-84.339;10.426
229;-84.339;10.425
230;-84.339;10.424
231;-84.338;10.418
232;-84.338;10.413
233;-84.338;10.413
234;-84.337;10.408
235;-84.337;10.407
236;-84.337;10.407
237;-84.337;10.407
238;-84.337;10.407
239;-84.337;10.406
240;-84.337;10.406
241;-84.337;10.406
242;-84.336;10.406
243;-84.394;10.526
244;-84.392;10.526
245;-84.390;10.524
246;-84.389;10.524
247;-84.364;10.429
248;-84.365;10.430
249;-84.365;10.432
250;-84.366;10.433
251;-84.369;10.433
252;-84.370;10.435
253;-84.370;10.436
254;-84.370;10.438
255;-84.370;10.439
256;-84.371;10.441
257;-84.370;10.444
258;-84.371;10.445
259;-84.372;10.446
260;-84.370;10.448
261;-84.371;10.449
262;-84.372;10.450
263;-84.373;10.452
264;-84.373;10.453
265;-84.373;10.452
266;-84.374;10.453
267;-84.374;10.453
268;-84.374;10.454
269;-84.373;10.455
270;-84.374;10.457
271;-84.375;10.458
272;-84.376;10.459
273;-84.376;10.459
274;-84.377;10.459
275;-84.377;10.460
276;-84.376;10.461
277;-84.376;10.461
278;-84.377;10.461
279;-84.377;10.461
280;-84.377;10.462
281;-84.377;10.463
282;-84.377;10.464
283;-84.379;10.464
284;-84.379;10.464
285;-84.379;10.465
286;-84.380;10.465
287;-84.381;10.466
288;-84.382;10.465
289;-84.367;10.444
290;-84.366;10.441
291;-84.365;10.442
292;-84.361;10.443
293;-84.361;10.443
294;-84.358;10.444
295;-84.357;10.444
296;-84.354;10.445
297;-84.353;10.445
298;-84.347;10.410
299;-84.348;10.411
300;-84.349;10.412
301;-84.349;10.413
302;-84.349;10.414
303;-84.350;10.416
304;-84.350;10.416
305;-84.350;10.417
306;-84.351;10.417
307;-84.351;10.418
308;-84.351;10.418
309;-84.351;10.419
310;-84.351;10.420
311;-84.351;10.420
312;-84.352;10.421
313;-84.353;10.421
314;-84.355;10.420
315;-84.356;10.420
316;-84.358;10.421
317;-84.359;10.421
318;-84.361;10.422
319;-84.361;10.423
320;-84.362;10.424
321;-84.362;10.424
322;-84.362;10.425
323;-84.363;10.425
324;-84.363;10.426
325;-84.363;10.426
326;-84.364;10.427
327;-84.364;10.428
328;-84.364;10.429
329;-84.357;10.442
330;-84.357;10.443
331;-84.357;10.444
332;-84.357;10.444
333;-84.357;10.445
334;-84.358;10.445
335;-84.358;10.444
336;-84.371;10.446
337;-84.370;10.446
338;-84.370;10.445
339;-84.369;10.445
340;-84.369;10.445
341;-84.368;10.445
342;-84.368;10.444
343;-84.367;10.444
344;-84.367;10.444
345;-84.367;10.444
346;-84.366;10.444
347;-84.366;10.444
348;-84.365;10.443
349;-84.362;10.443
350;-84.361;10.443
351;-84.359;10.443
352;-84.358;10.442
353;-84.357;10.442
354;-84.356;10.442
355;-84.356;10.442
356;-84.352;10.441
357;-84.352;10.438
358;-84.350;10.438
359;-84.350;10.438
360;-84.347;10.437
361;-84.347;10.437
362;-84.345;10.437
363;-84.345;10.437
364;-84.371;10.447
365;-84.371;10.446
366;-84.352;10.441
367;-84.352;10.439
368;-84.352;10.438
369;-84.352;10.438
370;-84.351;10.437
371;-84.351;10.436
372;-84.351;10.436
373;-84.351;10.436
374;-84.350;10.435
375;-84.350;10.435
376;-84.350;10.435
377;-84.349;10.434
378;-84.348;10.434
379;-84.348;10.434
380;-84.348;10.433
381;-84.347;10.433
382;-84.347;10.432
383;-84.347;10.432
384;-84.347;10.431
385;-84.347;10.430
386;-84.347;10.430
387;-84.347;10.430
388;-84.346;10.430
389;-84.346;10.430
390;-84.346;10.430
391;-84.346;10.430
392;-84.346;10.430
393;-84.346;10.430
394;-84.358;10.443
395;-84.357;10.444
396;-84.356;10.444
397;-84.358;10.443
398;-84.357;10.443
399;-84.356;10.443
400;-84.283;10.375
401;-84.282;10.375
402;-84.282;10.375
403;-84.282;10.374
404;-84.282;10.374
405;-84.281;10.374
406;-84.281;10.374
407;-84.280;10.374
408;-84.279;10.373
409;-84.278;10.373
410;-84.277;10.372
411;-84.277;10.372
412;-84.277;10.372
413;-84.276;10.372
414;-84.276;10.372
415;-84.276;10.372
416;-84.276;10.371
417;-84.275;10.371
418;-84.275;10.370
419;-84.274;10.369
420;-84.274;10.368
421;-84.274;10.368
422;-84.274;10.368
423;-84.274;10.367
424;-84.274;10.367
425;-84.273;10.367
426;-84.273;10.366
427;-84.273;10.366
428;-84.273;10.365
429;-84.273;10.364
430;-84.273;10.364
431;-84.273;10.364
432;-84.273;10.364
433;-84.273;10.363
434;-84.274;10.362
435;-84.274;10.361
436;-84.274;10.360
437;-84.274;10.359
438;-84.274;10.359
439;-84.274;10.359
440;-84.274;10.358
441;-84.274;10.357
442;-84.275;10.357
443;-84.275;10.357
444;-84.275;10.357
445;-84.275;10.357
446;-84.275;10.357
447;-84.274;10.357
448;-84.274;10.357
449;-84.274;10.357
450;-84.274;10.357
451;-84.274;10.357
452;-84.274;10.356
453;-84.274;10.356
454;-84.274;10.356
455;-84.274;10.356
456;-84.274;10.356
457;-84.274;10.356
458;-84.340;10.381
459;-84.340;10.380
460;-84.340;10.380
461;-84.340;10.380
462;-84.340;10.380
463;-84.341;10.379
464;-84.342;10.378
465;-84.342;10.378
466;-84.342;10.378
467;-84.343;10.377
468;-84.343;10.377
469;-84.344;10.377
470;-84.344;10.377
471;-84.344;10.376
472;-84.345;10.376
473;-84.345;10.376
474;-84.345;10.376
475;-84.345;10.375
476;-84.345;10.375
477;-84.345;10.375
478;-84.343;10.377
479;-84.342;10.377
480;-84.341;10.376
481;-84.340;10.376
482;-84.342;10.376
483;-84.342;10.377
484;-84.342;10.377
485;-84.342;10.377
486;-84.342;10.377
487;-84.342;10.377
488;-84.342;10.377
489;-84.341;10.377
490;-84.339;10.377
491;-84.339;10.377
492;-84.339;10.377
493;-84.340;10.377
494;-84.341;10.377
495;-84.341;10.377
496;-84.342;10.377
497;-84.342;10.377
498;-84.342;10.377
499;-84.341;10.378
500;-84.341;10.378
501;-84.333;10.372
502;-84.333;10.372
503;-84.333;10.372
504;-84.332;10.372
505;-84.343;10.370
506;-84.343;10.370
507;-84.344;10.370
508;-84.344;10.371
509;-84.344;10.371
510;-84.344;10.371
511;-84.344;10.372
512;-84.346;10.371
513;-84.346;10.372
514;-84.345;10.373
515;-84.345;10.373
516;-84.345;10.374
517;-84.345;10.374
518;-84.345;10.375
519;-84.346;10.373
520;-84.345;10.373
521;-84.345;10.373
522;-84.344;10.373
523;-84.343;10.373
524;-84.343;10.373
525;-84.341;10.370
526;-84.341;10.371
527;-84.341;10.371
528;-84.341;10.372
529;-84.341;10.372
530;-84.341;10.373
531;-84.340;10.374
532;-84.340;10.375
533;-84.346;10.372
534;-84.346;10.372
535;-84.345;10.372
536;-84.345;10.372
537;-84.344;10.372
538;-84.347;10.359
539;-84.347;10.359
540;-84.347;10.359
541;-84.347;10.359
542;-84.347;10.360
543;-84.347;10.360
544;-84.346;10.360
545;-84.346;10.361
546;-84.346;10.361
547;-84.346;10.361
548;-84.346;10.361
549;-84.346;10.361
550;-84.346;10.362
551;-84.346;10.362
552;-84.346;10.362
553;-84.346;10.362
554;-84.346;10.362
555;-84.333;10.372
556;-84.333;10.372
557;-84.333;10.372
558;-84.333;10.372
559;-84.334;10.372
560;-84.335;10.372
561;-84.335;10.372
562;-84.336;10.372
563;-84.338;10.376
564;-84.338;10.375
565;-84.338;10.375
566;-84.338;10.375
567;-84.338;10.374
568;-84.338;10.373
569;-84.339;10.374
570;-84.345;10.375
571;-84.345;10.374
572;-84.345;10.373
573;-84.345;10.372
574;-84.342;10.370
575;-84.342;10.371
576;-84.342;10.371
577;-84.342;10.372
578;-84.341;10.373
579;-84.341;10.374
580;-84.341;10.375
581;-84.336;10.370
582;-84.336;10.370
583;-84.336;10.371
584;-84.336;10.371
585;-84.336;10.371
586;-84.336;10.372
587;-84.336;10.372
588;-84.336;10.372
589;-84.336;10.373
590;-84.336;10.374
591;-84.353;10.376
592;-84.352;10.376
593;-84.353;10.370
594;-84.352;10.370
595;-84.352;10.371
596;-84.352;10.371
597;-84.352;10.371
598;-84.353;10.371
599;-84.353;10.372
600;-84.353;10.372
601;-84.353;10.372
602;-84.353;10.373
603;-84.353;10.374
604;-84.353;10.374
605;-84.353;10.375
606;-84.353;10.375
607;-84.352;10.376
608;-84.352;10.376
609;-84.352;10.377
610;-84.353;10.377
611;-84.353;10.378
612;-84.353;10.378
613;-84.353;10.378
614;-84.353;10.379
615;-84.354;10.379
616;-84.354;10.380
617;-84.353;10.380
618;-84.353;10.381
619;-84.353;10.381
620;-84.353;10.382
621;-84.353;10.382
622;-84.352;10.383
623;-84.353;10.383
624;-84.353;10.384
625;-84.353;10.385
626;-84.352;10.387
627;-84.351;10.388
628;-84.351;10.389
629;-84.350;10.392
630;-84.348;10.394
631;-84.348;10.396
632;-84.347;10.398
633;-84.347;10.398
634;-84.347;10.399
635;-84.346;10.400
636;-84.346;10.401
637;-84.346;10.402
638;-84.346;10.402
639;-84.346;10.403
640;-84.346;10.404
641;-84.346;10.405
642;-84.346;10.405
643;-84.346;10.406
644;-84.346;10.407
645;-84.347;10.409
646;-84.347;10.410
647;-84.347;10.410
648;-84.352;10.376
649;-84.352;10.376
650;-84.352;10.376
651;-84.352;10.376
652;-84.351;10.376
653;-84.350;10.376
654;-84.350;10.376
655;-84.349;10.376
656;-84.349;10.376
657;-84.348;10.375
658;-84.347;10.375
659;-84.347;10.375
660;-84.346;10.375
661;-84.346;10.375
662;-84.345;10.375
663;-84.345;10.375
664;-84.344;10.375
665;-84.344;10.375
666;-84.343;10.375
667;-84.342;10.375
668;-84.333;10.385
669;-84.334;10.385
670;-84.338;10.386
671;-84.340;10.386
672;-84.306;10.407
673;-84.306;10.407
674;-84.306;10.406
675;-84.306;10.406
676;-84.306;10.406
677;-84.306;10.405
678;-84.307;10.405
679;-84.307;10.405
680;-84.307;10.405
681;-84.307;10.404
682;-84.307;10.404
683;-84.307;10.404
684;-84.307;10.404
685;-84.307;10.404
686;-84.307;10.404
687;-84.308;10.403
688;-84.308;10.403
689;-84.308;10.403
690;-84.308;10.403
691;-84.308;10.402
692;-84.308;10.402
693;-84.308;10.401
694;-84.308;10.401
695;-84.308;10.400
696;-84.308;10.400
697;-84.309;10.400
698;-84.309;10.399
699;-84.310;10.398
700;-84.310;10.398
701;-84.310;10.398
702;-84.310;10.397
703;-84.311;10.397
704;-84.311;10.397
705;-84.312;10.396
706;-84.312;10.396
707;-84.313;10.395
708;-84.314;10.394
709;-84.314;10.393
710;-84.315;10.388
711;-84.315;10.386
712;-84.315;10.386
713;-84.316;10.386
714;-84.317;10.386
715;-84.317;10.386
716;-84.317;10.386
717;-84.317;10.386
718;-84.317;10.385
719;-84.317;10.384
720;-84.317;10.383
721;-84.318;10.383
722;-84.318;10.383
723;-84.319;10.382
724;-84.319;10.382
725;-84.320;10.382
726;-84.320;10.382
727;-84.320;10.382
728;-84.320;10.382
729;-84.321;10.382
730;-84.321;10.381
731;-84.321;10.380
732;-84.321;10.379
733;-84.321;10.379
734;-84.322;10.378
735;-84.322;10.377
736;-84.323;10.377
737;-84.323;10.376
738;-84.323;10.376
739;-84.323;10.375
740;-84.332;10.411
741;-84.332;10.411
742;-84.330;10.410
743;-84.327;10.409
744;-84.325;10.408
745;-84.323;10.408
746;-84.322;10.408
747;-84.322;10.408
748;-84.320;10.407
749;-84.318;10.407
750;-84.318;10.407
751;-84.317;10.407
752;-84.317;10.407
753;-84.316;10.407
754;-84.315;10.407
755;-84.314;10.407
756;-84.313;10.407
757;-84.315;10.388
758;-84.317;10.389
759;-84.318;10.389
760;-84.318;10.389
761;-84.318;10.389
762;-84.319;10.389
763;-84.319;10.389
764;-84.319;10.389
765;-84.319;10.389
766;-84.320;10.389
767;-84.323;10.389
768;-84.324;10.390
769;-84.324;10.390
770;-84.324;10.390
771;-84.325;10.390
772;-84.325;10.390
773;-84.325;10.390
774;-84.326;10.390
775;-84.326;10.390
776;-84.328;10.390
777;-84.329;10.390
778;-84.330;10.390
779;-84.331;10.390
780;-84.334;10.390
781;-84.339;10.391
782;-84.313;10.407
783;-84.313;10.408
784;-84.313;10.411
785;-84.313;10.411
786;-84.313;10.412
787;-84.312;10.413
788;-84.313;10.407
789;-84.312;10.407
790;-84.311;10.408
791;-84.311;10.408
792;-84.311;10.408
793;-84.310;10.408
794;-84.308;10.408
795;-84.307;10.408
796;-84.306;10.407
797;-84.338;10.394
798;-84.334;10.393
799;-84.332;10.393
800;-84.316;10.426
801;-84.318;10.426
802;-84.316;10.427
803;-84.317;10.427
804;-84.345;10.403
805;-84.344;10.403
806;-84.343;10.403
807;-84.337;10.402
808;-84.326;10.420
809;-84.325;10.419
810;-84.337;10.407
811;-84.337;10.406
812;-84.337;10.405
813;-84.337;10.404
814;-84.337;10.404
815;-84.338;10.399
816;-84.339;10.399
817;-84.339;10.400
818;-84.339;10.400
819;-84.339;10.400
820;-84.338;10.400
821;-84.320;10.422
822;-84.321;10.422
823;-84.321;10.423
824;-84.334;10.396
825;-84.338;10.397
826;-84.338;10.399
827;-84.337;10.399
828;-84.337;10.399
829;-84.337;10.400
830;-84.337;10.401
831;-84.337;10.401
832;-84.319;10.425
833;-84.318;10.424
834;-84.318;10.424
835;-84.319;10.422
836;-84.314;10.426
837;-84.314;10.427
838;-84.314;10.427
839;-84.314;10.427
840;-84.314;10.428
841;-84.314;10.428
842;-84.315;10.428
843;-84.315;10.429
844;-84.315;10.429
845;-84.339;10.378
846;-84.339;10.378
847;-84.339;10.378
848;-84.340;10.378
849;-84.340;10.378
850;-84.340;10.378
851;-84.330;10.420
852;-84.330;10.420
853;-84.330;10.420
854;-84.329;10.419
855;-84.329;10.419
856;-84.329;10.419
857;-84.328;10.419
858;-84.328;10.419
859;-84.328;10.419
860;-84.328;10.419
861;-84.328;10.419
862;-84.328;10.419
863;-84.328;10.419
864;-84.326;10.417
865;-84.336;10.406
866;-84.337;10.406
867;-84.337;10.405
868;-84.337;10.404
869;-84.337;10.403
870;-84.337;10.402
871;-84.337;10.401
872;-84.338;10.400
873;-84.338;10.400
874;-84.338;10.399
875;-84.338;10.397
876;-84.338;10.397
877;-84.300;10.435
878;-84.300;10.435
879;-84.333;10.377
880;-84.333;10.377
881;-84.333;10.376
882;-84.333;10.376
883;-84.333;10.374
884;-84.330;10.381
885;-84.330;10.381
886;-84.330;10.381
887;-84.330;10.380
888;-84.330;10.379
889;-84.330;10.379
890;-84.331;10.379
891;-84.331;10.378
892;-84.331;10.377
893;-84.331;10.377
894;-84.331;10.377
895;-84.331;10.377
896;-84.331;10.377
897;-84.331;10.377
898;-84.331;10.377
899;-84.332;10.376
900;-84.332;10.376
901;-84.332;10.375
902;-84.332;10.375
903;-84.332;10.374
904;-84.332;10.374
905;-84.332;10.374
906;-84.332;10.374
907;-84.332;10.374
908;-84.332;10.374
909;-84.332;10.374
910;-84.332;10.374
911;-84.332;10.374
912;-84.332;10.374
913;-84.333;10.374
914;-84.321;10.377
915;-84.322;10.377
916;-84.322;10.377
917;-84.326;10.377
918;-84.326;10.377
919;-84.327;10.376
920;-84.327;10.376
921;-84.327;10.374
922;-84.326;10.376
923;-84.327;10.376
924;-84.327;10.376
925;-84.329;10.370
926;-84.329;10.370
927;-84.329;10.371
928;-84.329;10.371
929;-84.328;10.372
930;-84.328;10.372
931;-84.327;10.373
932;-84.327;10.373
933;-84.327;10.373
934;-84.327;10.374
935;-84.375;10.380
936;-84.375;10.380
937;-84.375;10.380
938;-84.375;10.380
939;-84.375;10.380
940;-84.370;10.381
941;-84.370;10.381
942;-84.368;10.380
943;-84.367;10.380
944;-84.366;10.380
945;-84.365;10.380
946;-84.365;10.379
947;-84.364;10.379
948;-84.363;10.379
949;-84.362;10.379
950;-84.359;10.379
951;-84.359;10.379
952;-84.358;10.378
953;-84.358;10.378
954;-84.358;10.378
955;-84.357;10.378
956;-84.357;10.378
957;-84.355;10.377
958;-84.355;10.377
959;-84.354;10.376
960;-84.354;10.376
961;-84.353;10.376
962;-84.353;10.376
963;-84.353;10.376
964;-84.353;10.376
965;-84.353;10.376
966;-84.375;10.380
967;-84.375;10.380
968;-84.375;10.380
969;-84.375;10.380
970;-84.375;10.380
971;-84.375;10.380
972;-84.375;10.380
973;-84.340;10.389
974;-84.339;10.389
975;-84.341;10.391
976;-84.339;10.391
977;-84.341;10.388
978;-84.339;10.387
979;-84.349;10.369
980;-84.349;10.370
981;-84.349;10.371
982;-84.349;10.371
983;-84.349;10.371
984;-84.349;10.372
985;-84.349;10.372
986;-84.349;10.372
987;-84.349;10.373
988;-84.349;10.373
989;-84.349;10.373
990;-84.349;10.374
991;-84.349;10.374
992;-84.349;10.374
993;-84.349;10.376
994;-84.341;10.390
995;-84.339;10.390
996;-84.342;10.393
997;-84.338;10.392
998;-84.340;10.389
999;-84.339;10.388
1000;-84.345;10.376
1001;-84.345;10.376
1002;-84.345;10.376
1003;-84.346;10.376
1004;-84.340;10.370
1005;-84.341;10.371
1006;-84.426;10.325
1007;-84.426;10.325
1008;-84.426;10.325
1009;-84.425;10.325
1010;-84.425;10.325
1011;-84.424;10.325
1012;-84.424;10.325
1013;-84.424;10.325
1014;-84.424;10.326
1015;-84.423;10.326
1016;-84.423;10.326
1017;-84.423;10.326
1018;-84.423;10.326
1019;-84.423;10.326
1020;-84.423;10.326
1021;-84.336;10.556
1022;-84.336;10.555
1023;-84.336;10.555
1024;-84.336;10.554
1025;-84.336;10.554
1026;-84.336;10.553
1027;-84.336;10.553
1028;-84.335;10.553
1029;-84.334;10.552
1030;-84.334;10.552
1031;-84.334;10.552
1032;-84.334;10.551
1033;-84.333;10.551
1034;-84.333;10.551
1035;-84.332;10.550
1036;-84.332;10.550
1037;-84.332;10.550
1038;-84.332;10.549
1039;-84.332;10.548
1040;-84.332;10.548
1041;-84.332;10.547
1042;-84.332;10.547
1043;-84.332;10.547
1044;-84.332;10.546
1045;-84.332;10.545
1046;-84.332;10.545
1047;-84.332;10.545
1048;-84.332;10.544
1049;-84.332;10.544
1050;-84.332;10.544
1051;-84.332;10.544
1052;-84.332;10.543
1053;-84.332;10.543
1054;-84.332;10.543
1055;-84.332;10.543
1056;-84.332;10.541
1057;-84.332;10.540
1058;-84.333;10.539
1059;-84.333;10.539
1060;-84.333;10.539
1061;-84.333;10.538
1062;-84.333;10.538
1063;-84.333;10.537
1064;-84.333;10.537
1065;-84.333;10.537
1066;-84.333;10.536
1067;-84.333;10.536
1068;-84.333;10.536
1069;-84.333;10.536
1070;-84.333;10.535
1071;-84.333;10.535
1072;-84.333;10.534
1073;-84.333;10.534
1074;-84.333;10.534
1075;-84.333;10.534
1076;-84.333;10.533
1077;-84.333;10.533
1078;-84.333;10.533
1079;-84.333;10.533
1080;-84.333;10.532
1081;-84.333;10.532
1082;-84.333;10.532
1083;-84.334;10.531
1084;-84.334;10.531
1085;-84.334;10.530
1086;-84.335;10.530
1087;-84.335;10.530
1088;-84.335;10.529
1089;-84.336;10.529
1090;-84.336;10.529
1091;-84.336;10.528
1092;-84.335;10.528
1093;-84.335;10.528
1094;-84.335;10.528
1095;-84.334;10.526
1096;-84.334;10.526
1097;-84.332;10.524
1098;-84.332;10.523
1099;-84.332;10.522
1100;-84.332;10.521
1101;-84.332;10.521
1102;-84.332;10.521
1103;-84.332;10.520
1104;-84.330;10.517
1105;-84.330;10.517
1106;-84.330;10.515
1107;-84.330;10.514
1108;-84.330;10.512
1109;-84.330;10.510
1110;-84.331;10.510
1111;-84.331;10.509
1112;-84.331;10.509
1113;-84.332;10.507
1114;-84.332;10.505
1115;-84.332;10.505
1116;-84.332;10.503
1117;-84.332;10.503
1118;-84.333;10.497
1119;-84.333;10.496
1120;-84.333;10.494
1121;-84.333;10.493
1122;-84.333;10.493
1123;-84.333;10.491
1124;-84.333;10.490
1125;-84.332;10.489
1126;-84.332;10.489
1127;-84.332;10.488
1128;-84.332;10.488
1129;-84.332;10.487
1130;-84.332;10.486
1131;-84.331;10.484
1132;-84.331;10.482
1133;-84.330;10.481
1134;-84.330;10.480
1135;-84.330;10.479
1136;-84.330;10.479
1137;-84.330;10.479
1138;-84.330;10.478
1139;-84.330;10.477
1140;-84.329;10.477
1141;-84.330;10.475
1142;-84.330;10.474
1143;-84.331;10.472
1144;-84.331;10.472
1145;-84.353;10.445
1146;-84.352;10.446
1147;-84.352;10.446
1148;-84.351;10.446
1149;-84.350;10.446
1150;-84.344;10.449
1151;-84.372;10.468
1152;-84.371;10.467
1153;-84.371;10.465
1154;-84.371;10.463
1155;-84.370;10.463
1156;-84.365;10.459
1157;-84.364;10.459
1158;-84.362;10.460
1159;-84.362;10.460
1160;-84.361;10.459
1161;-84.357;10.454
1162;-84.355;10.452
1163;-84.355;10.452
1164;-84.354;10.451
1165;-84.354;10.448
1166;-84.354;10.447
1167;-84.354;10.447
1168;-84.354;10.446
1169;-84.354;10.446
1170;-84.354;10.446
1171;-84.353;10.446
1172;-84.353;10.445
1173;-84.331;10.450
1174;-84.336;10.451
1175;-84.339;10.451
1176;-84.344;10.451
1177;-84.358;10.452
1178;-84.358;10.452
1179;-84.357;10.451
1180;-84.355;10.452
1181;-84.374;10.505
1182;-84.374;10.505
1183;-84.374;10.504
1184;-84.374;10.503
1185;-84.374;10.502
1186;-84.374;10.502
1187;-84.374;10.502
1188;-84.374;10.501
1189;-84.374;10.501
1190;-84.373;10.501
1191;-84.347;10.467
1192;-84.349;10.467
1193;-84.349;10.467
1194;-84.353;10.538
1195;-84.351;10.538
1196;-84.349;10.538
1197;-84.348;10.538
1198;-84.347;10.538
1199;-84.347;10.538
1200;-84.347;10.538
1201;-84.346;10.538
1202;-84.346;10.538
1203;-84.346;10.538
1204;-84.346;10.538
1205;-84.346;10.538
1206;-84.346;10.538
1207;-84.345;10.538
1208;-84.345;10.538
1209;-84.345;10.538
1210;-84.345;10.538
1211;-84.344;10.538
1212;-84.344;10.538
1213;-84.343;10.538
1214;-84.341;10.538
1215;-84.341;10.538
1216;-84.341;10.538
1217;-84.341;10.538
1218;-84.341;10.538
1219;-84.341;10.536
1220;-84.341;10.536
1221;-84.341;10.536
1222;-84.341;10.536
1223;-84.341;10.536
1224;-84.340;10.535
1225;-84.339;10.534
1226;-84.339;10.533
1227;-84.339;10.533
1228;-84.338;10.533
1229;-84.338;10.533
1230;-84.337;10.532
1231;-84.337;10.531
1232;-84.337;10.531
1233;-84.336;10.531
1234;-84.335;10.531
1235;-84.335;10.530
1236;-84.324;10.471
1237;-84.326;10.471
1238;-84.328;10.472
1239;-84.331;10.472
1240;-84.344;10.528
1241;-84.344;10.525
1242;-84.344;10.522
1243;-84.344;10.521
1244;-84.344;10.521
1245;-84.344;10.521
1246;-84.343;10.521
1247;-84.343;10.521
1248;-84.343;10.521
